SIMPLE_OR_COMPLEX|APPLICATION_SUITE|APPLICATION|SOURCE_VALUE|Input Value 2|Input Value 3|Input Value 4|INPUT_CODE_5      |INPUT_CODE_6      |CATEGORY_CODE|TARGET_VALUE|OUTPUT_CODE_1_DESC|OUTPUT_CODE_2     |OUTPUT_CODE_2_DESC|OUTPUT_CODE_3     |OUTPUT_CODE_3_DESC|OUTPUT_CODE_4     |OUTPUT_CODE_4_DESC|OUTPUT_CODE_5     |OUTPUT_CODE_5_DESC|OUTPUT_CODE_6     |OUTPUT_CODE_6_DESC
S|FIN|AP|Hogan Lovells US LLP||||||TAX_REPORTING_NAME|Hogan Lovells US LLP|||||||||||
S|FIN|AP|Level 3 Financing Inc.||||||TAX_REPORTING_NAME|Level 3 Financing Inc.|||||||||||
S|FIN|AP|Lockton Companies||||||TAX_REPORTING_NAME|Lockton Companies|||||||||||
S|FIN|AP|Loeb & Loeb LLP||||||TAX_REPORTING_NAME|Loeb & Loeb LLP|||||||||||
S|FIN|AP|NOP 560 Mission LLC||||||TAX_REPORTING_NAME|NOP 560 Mission LLC|||||||||||
S|FIN|AP|PricewaterhouseCoopers LLP||||||TAX_REPORTING_NAME|PricewaterhouseCoopers LLP|||||||||||
S|FIN|AP|Robert Half International, Inc||||||TAX_REPORTING_NAME|Robert Half International, Inc|||||||||||
S|FIN|AP|Citco Goods Tolerances||||||QUANTITY_TOLERANCES|Citco Goods Tolerances|||||||||||
S|FIN|AP|XXCITCO Goods Zero Tolerance||||||QUANTITY_TOLERANCES|XXCITCO Goods Zero Tolerance|||||||||||
S|FIN|AP|Invoice||||||TERMS_DATE_BASIS|Invoice|||||||||||
S|FIN|AP|DISCOUNT||||||PAY_DATE_BASIS|DISCOUNT|||||||||||
